expression,reading,meaning,tags,guid
きっちり,きっちり,"정확하게, 단단히",JLPT_1 JLPT,p.hrrI+jm1
きっぱり,きっぱり,"분명하게, 분명히, 분명히",JLPT_1 JLPT,u>9}K{Kf.I
規定,きてい,"규제, 조항",JLPT_1 JLPT,KTPp;1&S1u
起点,きてん,출발점,JLPT_1 JLPT,",M-]_[Vyp"
軌道,きどう,궤도; 길,JLPT_1 JLPT,P=9KAyqi}b
技能,ぎのう,"기술, 능력, 역량",JLPT_1 JLPT,waI%d;Y5LY
規範,きはん,"모델, 표준, 예",JLPT_1 JLPT,L8HXSBw0.5
気品,きひん,"우아함, 우아함",JLPT_1 JLPT,cT4)YAkk45
気風,きふう,"성격, 특성, 정신",JLPT_1 JLPT,cU@qu%MT$c
起伏,きふく,파동,JLPT_1 JLPT,DG3WXr]W9o
規模,きぼ,"규모, 범위, 계획, 구조",JLPT_1 JLPT,vN{{=xfB<k
気まぐれ,きまぐれ,"변덕, 변덕, 고르지 못한 성격",JLPT_1 JLPT,EUJagum[Gi
生真面目,きまじめ,"진지함, 성실함",JLPT_1 JLPT,B$#zm{x$(/
期末,きまつ,(시즌이나 학기의 끝),JLPT_1 JLPT,rB>aq=EB!L
きまりわるい,きまりわるい,"기분이 이상하다, 부끄럽다",JLPT_1 JLPT,i^-fu~OpOW
記名,きめい,"서명, 등록",JLPT_1 JLPT,LeN-Up#$*/
規約,きやく,"계약, 규칙, 코드",JLPT_1 JLPT,p:ItXku)R]
脚色,きゃくしょく,극화(예: 영화,JLPT_1 JLPT,A3B8`j%szk
逆転,ぎゃくてん,"(갑자기) 변화, 반전, 반전",JLPT_1 JLPT,b}F-L9oFMV
脚本,きゃくほん,대본,JLPT_1 JLPT,BqjNB^gQ4E
華奢,きゃしゃ,"섬세한, 날씬한",JLPT_1 JLPT,K{%YNbdXo{
客観,きゃっかん,목적,JLPT_1 JLPT,FE+)c7=xm.
キャッチ,キャッチ,잡다,JLPT_1 JLPT,EE+~Pnl{z$
キャリア,キャリア,"경력, 경력 공무원",JLPT_1 JLPT,917%#^`DD
救援,きゅうえん,"구호, 구조, 강화",JLPT_1 JLPT,"xis(gT,lCH"
休学,きゅうがく,"휴학, 정학",JLPT_1 JLPT,peW#H`ri[=
究極,きゅうきょく,"궁극적인, 최종적인, 최종적인",JLPT_1 JLPT,Ft[`OH9ZtO
窮屈,きゅうくつ,"좁다, 빡빡하다, 형식적이다",JLPT_1 JLPT,"HH&,U(vAg`"
球根,きゅうこん,(식물) 전구,JLPT_1 JLPT,Q6BKH*&nE1
救済,きゅうさい,"구호, 원조, 구조",JLPT_1 JLPT,c=d|._&IWr
給仕,きゅうじ,웨이터,JLPT_1 JLPT,pzoWY8TS(/
給食,きゅうしょく,"급식, 급식 제공",JLPT_1 JLPT,zeAtvQ@_)h
休戦,きゅうせん,"휴전, 휴전",JLPT_1 JLPT,Q9p5.}YQtg
宮殿,きゅうでん,궁전,JLPT_1 JLPT,EOPs=A9D6~
旧知,きゅうち,"오랜 친구, 오랜 우정",JLPT_1 JLPT,A}I5035vZ1
窮乏,きゅうぼう,빈곤,JLPT_1 JLPT,fEoLTLW@>]
寄与,きよ,"공헌, 봉사",JLPT_1 JLPT,hYW_RFKwv/
強,きょう,강한,JLPT_1 JLPT,j5ZhDwA$S
～狂,～きょう,"미치광이, 팬, 괴물",JLPT_1 JLPT,wkNK|ibT&!
驚異,きょうい,"경이로움, 기적",JLPT_1 JLPT,I!i(y?o6E:
教科,きょうか,"과목, 커리큘럼",JLPT_1 JLPT,M&=I]j0/Y0
協会,きょうかい,"협회, 사회, 조직",JLPT_1 JLPT,Oz4*Mxo4//
共学,きょうがく,남녀 공학,JLPT_1 JLPT,eKY($Dr5lQ
共感,きょうかん,"공감, 반응",JLPT_1 JLPT,w0|w&}3|}:
境遇,きょうぐう,"환경, 상황",JLPT_1 JLPT,dN:;6sg&]2
教訓,きょうくん,"교훈, 교훈, 도덕적 교훈",JLPT_1 JLPT,pOHPj(bnYG
強行,きょうこう,"강요하다, 집행하다",JLPT_1 JLPT,tf7&|-V:n8
強硬,きょうこう,"확고한, 활발한, 완고한",JLPT_1 JLPT,bA*b92)[ZU
教材,きょうざい,교재,JLPT_1 JLPT,p)!Q@]*y>T
凶作,きょうさく,"흉작, 흉작",JLPT_1 JLPT,I`.1X|DPXu
業者,ぎょうしゃ,"상인, 상인",JLPT_1 JLPT,o&/6(ODjkj
教習,きょうしゅう,"훈련, 지도",JLPT_1 JLPT,H/=&)s/)`t
郷愁,きょうしゅう,"향수병, 향수병",JLPT_1 JLPT,eZKQ^QCO2_
教職,きょうしょく,교직,JLPT_1 JLPT,y`GfZjj}.E
興じる,きょうじる,"즐겁게 하다, 즐겁게 하다",JLPT_1 JLPT,"Q;m4!,`BN,"
強制,きょうせい,"의무, 강요, 집행",JLPT_1 JLPT,Hm$>AvE1~h
行政,ぎょうせい,관리,JLPT_1 JLPT,r~TWhqKvAt
業績,ぎょうせき,"성취, 일, 공헌",JLPT_1 JLPT,Lk<<za38cF
共存,きょうぞん,공존,JLPT_1 JLPT,Ij!^n@6%SF
協定,きょうてい,"배열, 계약, 계약",JLPT_1 JLPT,K9?Jw]OMOi
郷土,きょうど,고국,JLPT_1 JLPT,Q4`7(5-Vb`
脅迫,きょうはく,"위협, 강요",JLPT_1 JLPT,k[s}KC9iC{
業務,ぎょうむ,"사업, 업무, 일",JLPT_1 JLPT,b&$V6PlYM?
共鳴,きょうめい,"공명, 공감",JLPT_1 JLPT,kl1yRR~Dbc
郷里,きょうり,"출생지, 고향",JLPT_1 JLPT,J6)+at[SJG
強烈,きょうれつ,"강한, 강렬한, 심한",JLPT_1 JLPT,r]=;%Z2Ns;
共和,きょうわ,"공화주의, 협력",JLPT_1 JLPT,GU{+)z^)dD
局限,きょくげん,"제한하다, 현지화하다",JLPT_1 JLPT,xsMbwTI.xJ
極端,きょくたん,"극단, 극단",JLPT_1 JLPT,P.Mzv1I{9}
居住,きょじゅう,거주,JLPT_1 JLPT,m]/OZ*9GsC
拒絶,きょぜつ,"거절, 거부",JLPT_1 JLPT,pF/Q.UL^fh
漁船,ぎょせん,낚시 보트,JLPT_1 JLPT,M@u:oyW>Kw
漁村,ぎょそん,어촌 마을,JLPT_1 JLPT,oLHH[@w)KZ
拒否,きょひ,"거부, 거부, 거절",JLPT_1 JLPT,xZG_N4@O9B
許容,きょよう,"허가, 용서",JLPT_1 JLPT,"m;[9Tjw,qU"
清らか,きよらか,"깨끗하다, 순수하다, 순결하다",JLPT_1 JLPT,rPKJ~vEwnZ
きらびやか,きらびやか,"화려한, 화려한, 눈부신",JLPT_1 JLPT,t+RU;/m(KM
～きり,～きり,오직,JLPT_1 JLPT,uzRZwLFG-t
義理,ぎり,"감사의 빚, 의무",JLPT_1 JLPT,so:x7klic}
切替,きりかえ,"교환, 변환, 전환",JLPT_1 JLPT,B])<#Pn[DB
気流,きりゅう,대기 전류,JLPT_1 JLPT,ph[xS7hP4#
切れ目,きれめ,"휴식, 일시 정지, 틈",JLPT_1 JLPT,"C#,Pog7@LR"
疑惑,ぎわく,"의심, 의혹, 의심",JLPT_1 JLPT,se:RwXAAh
極めて,きわめて,"극도로, 극히 (서체 표현)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,EKB18v#}a&
近眼,きんがん,근시,JLPT_1 JLPT,dD[Q^z/~(w
緊急,きんきゅう,"긴급한, 긴급한, 긴급한",JLPT_1 JLPT,DgtR0$#5Qg
近郊,きんこう,"교외, 외곽",JLPT_1 JLPT,JfO#&<*3[k
均衡,きんこう,"균형, 균형",JLPT_1 JLPT,x>zIhBvkg*
禁じる,きんじる,금지하다,JLPT_1 JLPT,r7Q>%_(/mr
勤勉,きんべん,"근면, 근면",JLPT_1 JLPT,uYoa=%x]!q
吟味,ぎんみ,"조사, 면밀한 조사",JLPT_1 JLPT,p>zee?sO9;
勤務,きんむ,"봉사, 의무, 일",JLPT_1 JLPT,hhs(k1{TN}
禁物,きんもつ,"금기, 금지된 것",JLPT_1 JLPT,sWH*^U2<+H
勤労,きんろう,"노동, 노력, 근면한 봉사",JLPT_1 JLPT,C^)QBm`a.U
クイズ,クイズ,놀리다,JLPT_1 JLPT,m9+]J[|ov;
食い違う,くいちがう,"서로 교차하다, 서로 다르다",JLPT_1 JLPT,dlUQZZk[k&
空間,くうかん,"공간, 방, 영공",JLPT_1 JLPT,"FOY$+>M@U,"
空腹,くうふく,굶주림,JLPT_1 JLPT,"o,>8F>0y;H"
区画,くかく,"구분, 구역, 지역",JLPT_1 JLPT,hbtu==:uia
区間,くかん,부분,JLPT_1 JLPT,tS6N_tjG&R
茎,くき,줄기,JLPT_1 JLPT,O5c;9[C7}%
区切り,くぎり,"끝, 정지, 구두점",JLPT_1 JLPT,zqK^J|1vVI
くぐる,くぐる,통과하다; 돌아다니다,JLPT_1 JLPT,"bMchGH<.,G"
くじ (～をひく),くじ (～をひく),"복권, 많이",JLPT_1 JLPT,ziu-}:42)#
くじびき,くじびき,"복권, 추첨",JLPT_1 JLPT,t-q[>)aB/{
くすぐったい,くすぐったい,불안정한,JLPT_1 JLPT,P[CLwgoK#I
愚痴,ぐち,"쓸데없는 불평, 투덜대다",JLPT_1 JLPT,C&*!h9}5ae
口吟む,くちずさむ,겸손하다,JLPT_1 JLPT,v#IdlQfu^;
嘴,くちばし,"부리, 빌",JLPT_1 JLPT,q5`l.teeRT
朽ちる,くちる,썩다,JLPT_1 JLPT,y1>SUYnb]m
覆す,くつがえす,"뒤엎다, 뒤엎다, 전복시키다",JLPT_1 JLPT,zp<0lkXp[6
くっきり,くっきり,"뚜렷하게, 뚜렷하게, 대담하게",JLPT_1 JLPT,A%/]?I_gyZ
屈折,くっせつ,"굽힘, 들여쓰기, 굴절",JLPT_1 JLPT,0E4`Ur@Ig
ぐっと,ぐっと,"단단하게, 빠르게, 더",JLPT_1 JLPT,G/n$rvRj#F
首飾り,くびかざり,목걸이,JLPT_1 JLPT,"qFdJV,o7Z~"
首輪,くびわ,"목걸이, 초커",JLPT_1 JLPT,"r$gf,6IuJ/"
組み込む,くみこむ,"삽입하다, 포함하다, 잘라내다(인쇄)",JLPT_1 JLPT,N5}[0JLW]q
組み合わせる,くみあわせる,"함께하다, 결합하다, 결합하다",JLPT_1 JLPT,qDs6:%T/3U
蔵,くら,"창고, 지하실",JLPT_1 JLPT,C=*)4H{doV
グレー,グレー,"회색, 회색",JLPT_1 JLPT,k$7)oghP*m
クレーン,クレーン,기중기,JLPT_1 JLPT,C(o|20rT;/
玄人,くろうと,"전문가, 전문가",JLPT_1 JLPT,N5@#f;qR7F
黒字,くろじ,검정색의 균형 (그림),JLPT_1 JLPT,cw<1Zd}#`P
軍艦,ぐんかん,"군함, 전함",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"j|9,<bl,`k"
軍事,ぐんじ,군사,JLPT_1 JLPT,O/|8of/=vE
君主,くんしゅ,"통치자, 군주",JLPT_1 JLPT,stPJuiua;x
群集,ぐんしゅう,"(사회적) 집단, 군중, 폭도",JLPT_1 JLPT,p4G>}yfC)@
群衆,ぐんしゅう,"(사회적) 집단, 군중, 폭도",JLPT_1 JLPT,m)#YkIUhBb
軍備,ぐんび,"군비, 군사 준비",JLPT_1 JLPT,Q<54bk-ZNv
軍服,ぐんぷく,군복이나 해군복,JLPT_1 JLPT,puGrsq&TAP
芸,げい,"예술, 성취, 퍼포먼스",JLPT_1 JLPT,zzMBfZ=xQL
経過,けいか,"통과, 진행",JLPT_1 JLPT,ok7SBPZ~(w
軽快,けいかい,"활기찬, 캐주얼한, 가벼운",JLPT_1 JLPT,H^eby;)zOc
警戒,けいかい,"경고, 훈계, 경계",JLPT_1 JLPT,IlUsDbGTyB
敬具,けいぐ,감사합니다(편지 끝에 사용됨),Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese,B!lza1p.0?
軽減,けいげん,"감소하다, 줄이다",JLPT_1 JLPT,IbWZR<kR]W
掲載,けいさい,외관(예: 종이로 된 기사),JLPT_1 JLPT,bq$YateC|k
傾斜,けいしゃ,"경사, 경사, 딥",JLPT_1 JLPT,D&m-*([U$6
形成,けいせい,형성,JLPT_1 JLPT,"Q,O|6gZ,S_"
形勢,けいせい,"상황, 상황, 전망",JLPT_1 JLPT,tT1?SPXi1I
軽率,けいそつ,"생각이 없는, 부주의한, 성급한",JLPT_1 JLPT,mC$8ZBGBhL
刑罰,けいばつ,"심판, 형벌, 형벌",JLPT_1 JLPT,h!JCwBz@T7
経費,けいひ,"비용, 비용, 지출",JLPT_1 JLPT,dA8rO;1&st
警部,けいぶ,경찰 조사관,JLPT_1 JLPT,f~U_eCQcuj
転換,てんかん,"개종하다, 전환시키다",JLPT_1 JLPT,wq`yxTWAU4
転居,てんきょ,"이사하다, 거주지를 바꾸다",JLPT_1 JLPT,fpa)5#xLl3
転勤,てんきん,(회사의 다른 사무실로) 이전,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,Cj#Grcg7-k
点検,てんけん,"검사, 검사, 점검",JLPT_1 JLPT,nhsX!aB>^s
電源,でんげん,"전기의 근원, 전력(예: TV의 버튼)",JLPT_1 JLPT,"O,Y?B?G0AC"
天国,てんごく,"천국, 천국, 천국",JLPT_1 JLPT,y;7l~-6:U2
天才,てんさい,천재,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,M=qf#].n@K
天災,てんさい,"자연재해, 재난",JLPT_1 JLPT,AbgU8k(]Fr
展示,てんじ,"전시, 디스플레이",JLPT_1 JLPT,BX?]-7Vf!l
伝説,でんせつ,"전통, 전설, 민속",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"Rdd+X!dSu,"
点線,てんせん,점선,JLPT_1 JLPT,"FYT!)Y,6rw"
転じる,てんじる,"돌리다, 변속하다",JLPT_1 JLPT,gk5Nvk`;hi
転ずる,てんずる,"돌리다, 변속하다",JLPT_1 JLPT,CI_As5:EDn
天体,てんたい,천체,JLPT_1 JLPT,jiDJT?nAAw
伝達,でんたつ,"전송(예: 뉴스, 커뮤니케이션, 배달)",JLPT_1 JLPT,Fu*Vb?uBII
天地,てんち,"하늘과 땅, 우주",JLPT_1 JLPT,c+f-ty}$d!
てんで,てんで,"(아님) 전혀, 전혀, 전적으로",JLPT_1 JLPT,iKsMS;CA<|
転任,てんにん,게시물 변경,JLPT_1 JLPT,rZvBTuhiHO
展望,てんぼう,"전망, 전망, 전망",JLPT_1 JLPT,q|(m+;cCHK
伝来,でんらい,"조상, 유전, 수입",JLPT_1 JLPT,"fDUHN*l8c,"
転落,てんらく,"추락, 저하",JLPT_1 JLPT,Et(iYLp%EH
問い合わせる,といあわせる,"문의하다, 정보를 구하다",JLPT_1 JLPT,uvJB[75Tk}
当～,とう～,"우리 ~ (예: 호텔, 비행기 등)",JLPT_1 JLPT,Mu?thgozeE
胴,どう,"트렁크, 바디, 프레임",JLPT_1 JLPT,hDa8pFJqm0
同意,どうい,"합의, 동의; 같은 의미",JLPT_1 JLPT,j3r]HMmU>:
動員,どういん,동원,JLPT_1 JLPT,k#:gdO(AW5
同感,どうかん,"동의, 같은 의견, 같은 느낌",JLPT_1 JLPT,Bc/Cv&bn2c
陶器,とうき,"도자기, 도자기",JLPT_1 JLPT,E}elXp_wGW
討議,とうぎ,"논쟁, 토론",JLPT_1 JLPT,BjpsxE0AcR
動機,どうき,"동기, 유인",JLPT_1 JLPT,PXaG&3fRlH
等級,とうきゅう,"학년, 수업",JLPT_1 JLPT,vFpm6[P%2G
同級,どうきゅう,"같은 학년, 같은 반",JLPT_1 JLPT,eqQ2)5CzED
同居,どうきょ,동거하다,JLPT_1 JLPT,QKzH>2eq3/
登校,とうこう,출석 (학교에서),JLPT_1 JLPT,B([>~_d]8F
統合,とうごう,"통합, 통일, 종합",JLPT_1 JLPT,ji0.^JH`^U
動向,どうこう,"경향, 경향, 움직임, 태도",JLPT_1 JLPT,o.}lBa5|<`
投資,とうし,투자,JLPT_1 JLPT,cy=[{o&!H$
同情,どうじょう,"동정, 연민, 공감",JLPT_1 JLPT,"Mbh,O)Kv:"
道場,どうじょう,"(아치) 도장, 무술 수련에 사용되는 홀, 만다라",JLPT_1 JLPT,OojlS!TK3i
統制,とうせい,"규제, 통제",JLPT_1 JLPT,K:r_8O#Kk`
当選,とうせん,"당선되다, 상을 받다",JLPT_1 JLPT,m]O74#<tB:
逃走,とうそう,"도주, 탈영, 탈출",JLPT_1 JLPT,lS-lTa3)4.
統率,とうそつ,"지휘, 장군, 지도력",JLPT_1 JLPT,xpLjH)jf2X
到達,とうたつ,"도달하다, 달성하다, 도착하다",JLPT_1 JLPT,H#Flm1MG6>
統治,とうち,"지배하다, 통치하다, 통치하다",JLPT_1 JLPT,F]R4doym8Q
仕切る,しきる,"구분하다, 나누다, 표시하다",JLPT_1 JLPT,G!$&r|A6Tu
資金,しきん,"자금, 자본",JLPT_1 JLPT,l}_f:.$:^S
軸,じく,"축, 줄기, 샤프트",JLPT_1 JLPT,h+9$DC_v-#
しくじる,しくじる,"실패하다, 실패하다, 실수하다",JLPT_1 JLPT,N22-lR<CJ#
仕組,しくみ,"구조, 메커니즘",JLPT_1 JLPT,zu6.9a/_f(
死刑,しけい,사형,JLPT_1 JLPT,d38&><SCHm
湿気る,しける,"촉촉해야, 촉촉해야",JLPT_1 JLPT,"j<,^YWvyDj"
施行,しこう,"집행, 운영",JLPT_1 JLPT,MC~*r371(H
思考,しこう,생각,JLPT_1 JLPT,G|{{/)+LPZ
志向,しこう,"의도, 목표",JLPT_1 JLPT,O4`+5c5yv}
嗜好,しこう,"취향, 좋아하는 것, 선호하는 것",JLPT_1 JLPT,z6!>1ULyhO
事項,じこう,"문제, 항목, 사실",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,p8bdtFtVNT
時刻表,じこくひょう,"시간표, (열차) 시간표",JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,Fqowxp!1`}
地獄,じごく,지옥,JLPT_1 JLPT,Dm&QxHR(%1
時差,じさ,시차,JLPT_1 JLPT,AEdcWK:0]/
自在,じざい,"자유롭게, 마음대로",JLPT_1 JLPT,sqc[jw93Mn
視察,しさつ,"검사, 관찰",JLPT_1 JLPT,"B,vh!;ocAA"
資産,しさん,"재산, 재물, 재산",JLPT_1 JLPT,MI@T>IcVHN
支持,しじ,지원하다,JLPT_1 JLPT,oo0YtJF4ck
自主,じしゅ,"독립, 자율",JLPT_1 JLPT,ARYI~qJT^l
自首,じしゅ,"항복하다, 항복하다",JLPT_1 JLPT,qvNf_+tfMc
刺繍,ししゅう,자수,JLPT_1 JLPT,w_uSABGrgB
市場,しじょう,(the) 시장 (개념으로),JLPT_1 JLPT,PAheY`kK%!
辞職,じしょく,사직,JLPT_1 JLPT,pwRmK+}S5n
雫,しずく,(물방울),JLPT_1 JLPT,q+DG7K-9zr
システム,システム,체계,JLPT_1 JLPT,QzGyU%s_=+
沈める,しずめる,"가라앉다, 가라앉다",JLPT_1 JLPT,k#([X{>3G.
施設,しせつ,"설립, 시설",JLPT_1 JLPT,NLo.Oj~LZQ
事前,じぜん,"미리, 미리, 미리",JLPT_1 JLPT,"B`.[5%YoP,"
子息,しそく,(아들) 아들,JLPT_1 JLPT,FTUd?vlNr&
持続,じぞく,"지속, 인내",JLPT_1 JLPT,z!R.0v{_I+
自尊心,じそんしん,"자존심, 자만심",JLPT_1 JLPT,"db,ehs16g5"
慕う,したう,동경하다,JLPT_1 JLPT,Kg^oT02U+h
下心,したごころ,"비밀 의도, 동기",JLPT_1 JLPT,yNAARsc60)
下地,したじ,"기초, 기초",JLPT_1 JLPT,C0{8:(@F]r
親しむ,したしむ,"친해지다, 친구가 되다",JLPT_1 JLPT,]t:px`?.Z
下調べ,したしらべ,예비 조사,JLPT_1 JLPT,DxMjJ:J?n9
愛想,あいそう,사교성,JLPT JLPT_1,D5/lX+C:0I
間柄,あいだがら,관계,JLPT JLPT_1,r){:>bdZ&g
合間,あいま,간격,JLPT JLPT_1,"JUK537Y{:,"
敢えて,あえて,"대담하다(하다), 모험하다(하다), 도전하다(하다)",JLPT JLPT_1,s1!E#AVJt2
仰ぐ,あおぐ,"존경하다, 존경하다; 부탁하다",JLPT JLPT_1,jM1|yl:^{3
垢,あか,"흙, 오물",JLPT JLPT_1,DBMz)Db=eM
赤字,あかじ,"적자, 적자에 들어가다",JLPT JLPT_1,HI03WP|@HB
明かす,あかす,공개하다; 깨어있다,JLPT JLPT_1,KwYk}cvf;4
赤らむ,あからむ,"붉어지다, 얼굴이 붉어지다",JLPT JLPT_1,j<sn*Q2&fX
上がり,あがり,"오르막; 소득; 완료, 중지",JLPT JLPT_1,P4)VsPElC3
諦め,あきらめ,"사임, 화해, 위로",JLPT JLPT_1,t[6Mba+ksr
アクセル,アクセル,(약어) 가속기,JLPT JLPT_1,Ne4X+cGeo>
あくどい,あくどい,화려한 악순환,JLPT JLPT_1,lc&@RDrWR_
顎,あご,턱,JLPT JLPT_1,Ptm5MS8ifU
憧れ,あこがれ,"동경, 동경, 열망",Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_1,xBeDF#=-sz
麻,あさ,마,JLPT JLPT_1,w(rcEk/VmK
あざ,あざ,"반점, 타박상",JLPT JLPT_1,d*;1c9:{uT
浅ましい,あさましい,"부끄러운, 비열한, 비열한",JLPT JLPT_1,s)pIL-ZA22
欺く,あざむく,속이다,JLPT JLPT_1,A$ma^<[.oV
鮮やか,あざやか,"생생한, 선명한",JLPT JLPT_1,NLW7^$tsZW
嘲笑う,あざわらう,"비웃다, 비웃다",JLPT JLPT_1,JUQ*e7*7@1
悪しからず,あしからず,"오해하지 마세요, 하지만..., 미안해요",JLPT JLPT_1,mzY7to>XD=
味わい,あじわい,"맛, 맛",JLPT JLPT_1,AnF0/M>eGJ
焦る,あせる,"서두르다, 조급해하다",JLPT JLPT_1,CQ6a[yufGz
あせる (こえが～),あせる (こえが～),"퇴색하다, 변색되다",JLPT JLPT_1,z&GHas=YL$
値,あたい,"가치, 가격, 가치",JLPT JLPT_1,npzK5/Lv`K
値する,あたいする,"가치가 있다, 자격이 있다",JLPT JLPT_1,ft<yLz[qaG
悪化,あっか,"악화되다, 악화되다",JLPT JLPT_1,sbr2W2n7MW
扱い,あつかい,"치료, 서비스",JLPT JLPT_1,mENSd|EXrx
呆気ない,あっけない,"충분하지 않다, 너무 빠르다(짧다, 길다 등)",JLPT JLPT_1,Ia5OpTaxp^
あっさり,あっさり,"쉽게, 쉽게, 빠르게",JLPT JLPT_1,oXkv96df2[
斡旋,あっせん,"친절한 사무실, 중재",JLPT JLPT_1,e&lS=AStXV
圧倒,あっとう,"압도하다, 압도하다",JLPT JLPT_1,K|Yu^{#OdF
圧迫,あっぱく,"압력, 강압, 억압",JLPT JLPT_1,lV=]6c^zXy
あつらえる,あつらえる,"명령을 내리다, 주문을 하다",JLPT JLPT_1,w5:fR-]SC?
圧力,あつりょく,"스트레스, 압박감",JLPT JLPT_1,MjVQW+>`YR
当て,あて,기대; 의존하다,JLPT JLPT_1,jo;`0^*cS-
～宛,～あて,for...(예: 편지에서),JLPT JLPT_1,FnD29QA$}R
当て字,あてじ,"발음에 해당하는 문자, 대체 문자",JLPT JLPT_1,"Q]8,F~AaiU"
跡継ぎ,あとつぎ,"상속인, 후계자",JLPT JLPT_1,FOSj&QueO&
後回し,あとまわし,"연기하다, 연기하다",JLPT JLPT_1,gtJh53r?xb
油絵,あぶらえ,유화,JLPT JLPT_1,D+4-`qnb~N
アプローチ,アプローチ,접근 (골프에서),JLPT JLPT_1,jEr0e9w(yl
あべこべ,あべこべ,"반대, 반대, 반대",JLPT JLPT_1,"H,+X<T.gD6"
甘える,あまえる,"버릇없는 아이처럼 행동하다, 아첨하다",JLPT JLPT_1,Ive+A5(inn
雨具,あまぐ,비옷,JLPT JLPT_1,I?IUPpQj*?
甘口,あまくち,달콤한 맛,JLPT JLPT_1,RiEI$=-[gq
アマチュア,アマチュア,아마추어,JLPT JLPT_1,cX1.fT!T=M
網,あみ,그물,JLPT JLPT_1,H|d6ZL#<h!
操る,あやつる,"조작하다, 조작하다, 끈을 당기다",JLPT JLPT_1,NxyDR}@Pt9
危ぶむ,あやぶむ,"두려워하다, 의심하다, 의심하다",JLPT_1 JLPT,NLhG0QOC$/
あやふや,あやふや,"불확실한, 모호한, 모호한",JLPT_1 JLPT,LTY%:.1iV#
過ち,あやまち,"과실, 실수, 무분별함",JLPT_1 JLPT,tiN`@Or{&y
誤る,あやまる,실수하다,JLPT_1 JLPT,y69Q^~B7be
歩み,あゆみ,"단계, 진행, 역사",JLPT_1 JLPT,d|SHU+C9ln
歩む,あゆむ,걷기,JLPT_1 JLPT,wd7~%O7i%s
予め,あらかじめ,"미리, 이전에",JLPT_1 JLPT,M^Q%nck}}~
荒らす,あらす,손상시키다; 침략하다,JLPT_1 JLPT,F`n@R=:)nH
争い,あらそい,"논쟁, 다툼, 갈등",JLPT_1 JLPT,iM26j%{^}<
改まる,あらたまる,갱신하다; 형식적이다,JLPT_1 JLPT,POJ?~MwZC;
荒っぽい,あらっぽい,"거친, 무례한",JLPT_1 JLPT,"b<,B2X1W>,"
アラブ,アラブ,아라비아 사람,JLPT_1 JLPT,w?fz6N5_8f
霰,あられ,우박(예: 떨어지는 얼음 공),JLPT_1 JLPT,l3>xH[yiS~
有り様,ありさま,"상태, 조건",JLPT_1 JLPT,riAt}Dj+*6
ありのまま,ありのまま,사실은 있는 그대로 솔직하게,JLPT_1 JLPT,u#p2]kp|]n
ありふれる,ありふれる,"일반적인, 보통의, 일상적인",JLPT_1 JLPT,L>m1Qj9_w`
アルカリ,アルカリ,알칼리,JLPT_1 JLPT,bjn}>(kN_4
アルミ,アルミ,"알루미늄(Al, 알루미늄)",JLPT_1 JLPT,hd2y8v&/eK
アワー,アワー,시간,JLPT_1 JLPT,mk~JH>ZLLt
合わす,あわす,"함께하다, 마주하다, 단결하다",JLPT_1 JLPT,NbeP;-&Q9x
～合せ,～あわせ,전체적으로,JLPT_1 JLPT,txB~izZs$4
アンコール,アンコール,연주,JLPT_1 JLPT,Nor`ur!?#f
暗殺,あんさつ,암살,JLPT_1 JLPT,k9nuX~0z?!
暗算,あんざん,암산,JLPT_1 JLPT,iVkFrF?o$Q
暗示,あんじ,"힌트, 제안",JLPT_1 JLPT,v]TQH!b:3E
案じる,あんじる,"고민하다, 고민하다",JLPT_1 JLPT,A+tw-W2up/
安静,あんせい,나머지,JLPT_1 JLPT,m~/57eSA#(
案の定,あんのじょう,"물론이지, 평소처럼",JLPT_1 JLPT,hA}d;?>d]S
いい加減,いいかげん,"무작위, 무책임",JLPT_1 JLPT,m&1q/@m2Fo
言い訳,いいわけ,"변명, 설명",JLPT_1 JLPT,bHn3PYYDDh
イェス,イェス,예; 예수,JLPT_1 JLPT,JNh+4Yr8ef
家出,いえで,집에서 도망치다,JLPT_1 JLPT,Q=S6%hckV-
生かす,いかす,무언가를 살려두다; 활용하다,JLPT_1 JLPT,I!~Ls+W17l
いかに,いかに,"어떻게, 어떤 식으로",JLPT_1 JLPT,wc[[YL_8xy
いかにも,いかにも,정말로 (実に (じつに) 와 동일),JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,pGTXJh*xKy
異議,いぎ,"반대, 반대, 항의",JLPT_1 JLPT,Ipl}wWGO>v
生き甲斐,いきがい,"사람이 살아가는 이유, 매우 중요한 것",JLPT_1 JLPT,q|opo=i1Z%
行き違い,いきちがい,"오해, 불일치",JLPT_1 JLPT,Kn3O$k3Ndh
